title,link,authors,year
Ghanaian herbal medicines for malaria: An evaluation of the clinical safety and effectiveness of “Time Herbal Mixture” in uncomplicated malaria,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qWPwKUEAAAAJ&pagesize=100&citation_for_view=qWPwKUEAAAAJ:YsMSGLbcyi4C,"(2) AW Tetteh, KP Thomford, ML Mensah, KO Boadu, AK Thomford, ...",2020
Momordica charantia L. for hyperlipidaemia: A randomised controlled assessment of the Ghanaian herbal medicinal product MCP-1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DwWkeysAAAAJ&pagesize=100&citation_for_view=DwWkeysAAAAJ:LkGwnXOMwfcC,"(2) KP Thomford, AK Thomford, J Yorke, R Yeboah, AA Appiah",2021
Housing Affordability as a Reflexivity of Quality of Life,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=dIkG3QIAAAAJ&pagesize=100&citation_for_view=dIkG3QIAAAAJ:4DMP91E08xMC,"(1) U Perera, CA Mensah",2019
State of public transport services to Ghana's disability population: Lessons from public transport operators in the Accra Metropolitan Assembly,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=LNhY5_EAAAAJ&pagesize=100&citation_for_view=LNhY5_EAAAAJ:kNdYIx-mwKoC,"(1) PK Odame, EF Sam, RO Amoako-Sakyi, B Arko",2023
The role of climatic and non-climatic factors in smallholder farmers’ adaptation responses: Insights from rural Ethiopia,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=u76wvSwAAAAJ&pagesize=100&citation_for_view=u76wvSwAAAAJ:u-x6o8ySG0sC,"(1) R Kidane, T Wanner, M Nursey-Bray, M Masud-All-Kamal, G Atampugre",2022
"Gender and households’ choice of clean energy: A case of the Cape Coast Metropolis, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=fClY5K8AAAAJ&pagesize=100&citation_for_view=fClY5K8AAAAJ:UeHWp8X0CEIC,"(1) YDA Adjakloe, ENK Boateng, SA Osei, F Agyapong",2021
Formalising ‘informal’mHealth in Ghana: Opportunities and challenges for universal health coverage (UHC),https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Yy-aXUAAAAAJ&pagesize=100&citation_for_view=Yy-aXUAAAAAJ:foquWX3nUaYC,"(1) S Mariwah, A Machistey Abane, S Asiedu Owusu, A Kasim, E Robson, ...",2022
Reflections on lived experiences of teenage mothers in a Ghanaian setting: a phenomenological study,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=WxDUmeEAAAAJ&pagesize=100&citation_for_view=WxDUmeEAAAAJ:bFI3QPDXJZMC,"(2) PA Anima, A Kumi-Kyereme, S Mariwah, AM Tampah-Naah",2022
A Morphological Analysis of Akan Honorific and Title Names for God,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=gflTkP0AAAAJ&pagesize=100&citation_for_view=gflTkP0AAAAJ:UebtZRa9Y70C,"(1) S Yeboah, EA Ofori, KB Abrefa",2021
https://ejce. cherkasgu. press,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=RastfwEAAAAJ&pagesize=100&citation_for_view=RastfwEAAAAJ:pqnbT2bcN3wC,"(1) JO Sarfo, A García-Santillán, EW Ansaha, H Adusei, JC Sarfod, ...",2022
Effect of Vitamin D deficiency on COVID-19 status: a systematic review,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:rO6llkc54NcC,"(1) P Das, N Samad, BO Ahinkorah, JE Hagan Jr, P Peprah, A Mohammed, ...",2021
A multi-country analysis of prevalence of anxiety-induced sleep disturbance and its associated factors among in-school adolescents in Sub-Saharan Africa using the global school …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:bEWYMUwI8FkC,"(1) BO Ahinkorah, RG Aboagye, F Arthur-Holmes, JE Hagan Jr, J Okyere, ...",2021
Determinants of fruits and vegetables consumption among in-school adolescents in ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:vV6vV6tmYwMC,"(1) AA Seidu, RG Aboagye, JB Frimpong, H Iddrisu, E Agbaglo, E Budu, ...",2021
Understanding the linkages between male circumcision and multiple sexual partnership among married Ghanaian men: analysis of data from the 2014 Ghana demographic and health survey,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:qxL8FJ1GzNcC,"(1) BO Ahinkorah, JE Hagan Jr, AA Seidu, E Torgbenu, E Budu, T Schack",2020
"Assessing Individual-and Community-Level Variability in Predictors of Neonatal, Infant, and Under-Five Child Mortality in Ethiopia Using a Multilevel Modeling Approach",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:LPZeul_q3PIC,"(1) KA Kuse, TU Chikako, JE Hagan Jr, AA Seidu, BO Ahinkorah",2022
Predictors of Pregnancy Termination among Young Women in Ghana: Empirical Evidence from the 2014 Demographic and Health Survey Data,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:2P1L_qKh6hAC,"(1) BO Ahinkorah, AA Seidu, JE Hagan Jr, AG Archer, E Budu, F Adoboi, ...",2021
Adaptation and Validation of the Arabic Version of the University Student Engagement Inventory (A-USEI) among Sport and Physical Education Students,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&pagesize=100&citation_for_view=JkmLukkAAAAJ:kzcrU_BdoSEC,"(1) A Tannoubi, F Quansah, JE Hagan Jr, M Srem-Sai, T Bonsaksen, ...",2023
Human milk for vulnerable infants: breastfeeding and milk sharing practice among Ghanaian women,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=lLiMgqEAAAAJ&pagesize=100&citation_for_view=lLiMgqEAAAAJ:IjCSPb-OGe4C,"(2) C Obeng, F Jackson, C Nsiah-Asamoah, S Amissah-Essel, ...",2022
"Exploring Cyberbullying and its Implications on Psychosocial Health of Students in Accra, Ghana: A Thematic Analysis",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=RastfwEAAAAJ&pagesize=100&citation_for_view=RastfwEAAAAJ:RYcK_YlVTxYC,"(1) YO Otchere, E Primo, JO Sarfo",2021
"Body image, self-esteem and health behaviour among senior high school students in Offinso Municipality of Ashanti Region, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=8LPvyRcAAAAJ&pagesize=100&citation_for_view=8LPvyRcAAAAJ:Y0pCki6q_DkC,"(2) R Yahaya, D Apaak, T Hormenu",2021
"Access to care and financial burden for patients with breast cancer in Ghana, Kenya, and Nigeria.",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BLBa_d4AAAAJ&pagesize=100&citation_for_view=BLBa_d4AAAAJ:isC4tDSrTZIC,"(1) M Twahir, RA Oyesegun, J Yarney, A Gachii, C Edusa, C Nwogu, ...",2019
Human papillomavirus genotype distribution among women with and without cervical cancer: Implication for vaccination and screening in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BLBa_d4AAAAJ&pagesize=100&citation_for_view=BLBa_d4AAAAJ:Tiz5es2fbqcC,"(1) Y Nartey, K Amo-Antwi, PC Hill, ET Dassah, RH Asmah, KM Nyarko, ...",2023
Breast cancer risk in women from Ghana carrying rare germline pathogenic mutations,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BLBa_d4AAAAJ&pagesize=100&citation_for_view=BLBa_d4AAAAJ:UxriW0iASnsC,"(1) TU Ahearn, PP Choudhury, A Derkach, B Wiafe-Addai, B Awuah, ...",2022
The role of quality improvement process in improving the culture of information among health staff in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Ium4X_8AAAAJ&pagesize=100&citation_for_view=Ium4X_8AAAAJ:UeHWp8X0CEIC,"(2) R Okyere Boadu, G Adzakpah, P Agyei-Baffour",2019
Biotechnological Application of Saccharomyces cerevisiae and Lactobacillus delbrueckii sp. bulgaricus for Protein Enrichment of Fermented Unmalted and Malted Sorghum (Sorghum …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ABjuR1AAAAAJ&pagesize=100&citation_for_view=ABjuR1AAAAAJ:LkGwnXOMwfcC,"(1) L Yafetto, CNA Nsiah-Asamoah, E Birikorang, GT Odamtten",2022
Promoting gender equality and women’s empowerment through tourism in Africa: towards agenda 2030,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=4Q9mdWcAAAAJ&pagesize=100&citation_for_view=4Q9mdWcAAAAJ:UeHWp8X0CEIC,"(1) EA Afenyo-Agbe, O Adeola",2020
Supplier selection and management in hotel outsourcing: an exploratory study in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=gcCIbP4AAAAJ&pagesize=100&citation_for_view=gcCIbP4AAAAJ:9yKSN-GCB0IC,"(1) SE Hiamey, GA Hiamey",2020
Sustaining oil and gas multinational operations through corporate social responsibility practices,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=UTvts4kAAAAJ&pagesize=100&citation_for_view=UTvts4kAAAAJ:UebtZRa9Y70C,"(2) AT Gyane, EK Nunoo, S Suleman, J Essandoh-Yeddu",2021
"Determinants of Electricity Demand in Cote D’Ivoire, Ghana, Nigeria and Senegal",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=UTvts4kAAAAJ&pagesize=100&citation_for_view=UTvts4kAAAAJ:kNdYIx-mwKoC,"(1) DEJAJ Horace Koranteng Nkansah 1 , Shafic Suleman 2,* , Ishmael Ackah 3 ...",2022
Energy Consumption and Environmental Quality in Africa: Does Energy Efficiency Make Any Difference?,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=UTvts4kAAAAJ&pagesize=100&citation_for_view=UTvts4kAAAAJ:4TOpqqG69KYC,"(1) RS Jinapor, J. A., Suleman, S., and Cromwell",2023
SDG15 – Life on Land: Towards Effective Biodiversity Management (Concise Guides to the United Nations Sustainable Development Goals),https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zasm4tMAAAAJ&pagesize=100&citation_for_view=zasm4tMAAAAJ:_FxGoFyzp5QC,"(1) NA Ansari, C Agus, EK Nunoo",2021
Enacting culturally responsive pedagogy for rural schooling in Ghana: A school-community-based enquiry,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pJaJ9JwAAAAJ&pagesize=100&citation_for_view=pJaJ9JwAAAAJ:qUcmZB5y_30C,"(1) MA Anlimachie, MK Abreh, DY Acheampong, B Samuel, S Alluake, ...",2023
Effect of institutional mechanisms on micropension saving among informal economy workers in the Greater Accra Region of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Bi8UTnwAAAAJ&pagesize=100&citation_for_view=Bi8UTnwAAAAJ:w0F2JDEymm0C,"(2) DB Boyetey, O Boampong, F Enu-Kwesi",2021
Women’s empowerment for sustainable rural livelihoods:: Voices from selected communities in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zoga0cAAAAAJ&pagesize=100&citation_for_view=zoga0cAAAAAJ:0aBXIfxlw9sC,"(2) AO Britwum, AD Akorsu, L Baidoo",2019
Occupational safety and health challenges in southern agriculture,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zoga0cAAAAAJ&pagesize=100&citation_for_view=zoga0cAAAAAJ:kO05sadLmrgC,"(1) C Scherrer, K Radon",2019
Costs and delays in accessing justice: A comparative analysis of Ghana and Sierra Leone,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=GB7Av8gAAAAJ&pagesize=100&citation_for_view=GB7Av8gAAAAJ:YsMSGLbcyi4C,"(1) ET Yin, BM Seiwoh",2021
"Family acceptance, economic situation, and faith community: The lived experiences of ex-convicts in Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=GB7Av8gAAAAJ&pagesize=100&citation_for_view=GB7Av8gAAAAJ:MXK_kJrjxJIC,"(1) ET Yin, W Boateng, N Kofie",2022
Tackling the challenges confronting women in the Elmina fishing community of Ghana: A human rights framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QIRSOJoAAAAJ&pagesize=100&citation_for_view=QIRSOJoAAAAJ:qjMakFHDy7sC,"(1) HK Golo, B Erinosho",2023
Privacy issues in libraries with online services: attitudes and concerns of academic librarians and university students in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=PfN8FGcAAAAJ&pagesize=100&citation_for_view=PfN8FGcAAAAJ:YsMSGLbcyi4C,"(1) BK Avuglah, CM Owusu-Ansah, G Tachie-Donkor, EB Yeboah",2020
Library Management Systems in Public Academic Libraries in Ghana: Situations and Challenges,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tHa0-e8AAAAJ&pagesize=100&citation_for_view=tHa0-e8AAAAJ:zYLM7Y9cAGgC,"(1) E Ankrah, R Agbodza, D Atuase",2019
Managing stress among library staff in public university libraries in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tZO9sckAAAAJ&pagesize=100&citation_for_view=tZO9sckAAAAJ:ufrVoPGSRksC,"(1) K Kodua-Ntim, H Akussah, E Adjei",2021
Experiential learning in online entrepreneurship education: lessons from an undergraduate entrepreneurship course,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ZWeLyXcAAAAJ&pagesize=100&citation_for_view=ZWeLyXcAAAAJ:UebtZRa9Y70C,"(2) MSB Mensah, KNA Arthur, E Mensah-Williams",2022
"Philosophy of teaching, teaching style and ICT use: A qualitative study of the perspectives of high school mathematics teachers",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5W6ARJ8AAAAJ&pagesize=100&citation_for_view=5W6ARJ8AAAAJ:mB3voiENLucC,"(1) FS Mensah, DD Agyei",2019
A SWOT analysis of e-learning integration in University of Cape Coast,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5W6ARJ8AAAAJ&pagesize=100&citation_for_view=5W6ARJ8AAAAJ:2P1L_qKh6hAC,"(1) RK Asomah, DD Agyei, G Assamah",2022
IHP-PING—generating integrated human protein–protein interaction networks on-the-fly,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Fb4M2FoAAAAJ&pagesize=100&citation_for_view=Fb4M2FoAAAAJ:dhFuZR0502QC,"(1) GK Mazandu, C Hooper, K Opap, F Makinde, V Nembaware, ...",2021
Incidental finding of dextrocardia with situs inversus in a 59-year-old man,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5aZOjYQAAAAJ&pagesize=100&citation_for_view=5aZOjYQAAAAJ:W7OEmFMy1HYC,"(2) EKM Edzie, K Dzefi-Tettey, O Cudjoe, PN Gorleku, P Adu",2019
Evaluation of the anatomical locations of stroke events from computed tomography scan examinations in a tertiary facility in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5aZOjYQAAAAJ&pagesize=100&citation_for_view=5aZOjYQAAAAJ:ZeXyd9-uunAC,"(2) EK Edzie, K Dzefi-Tettey, P Gorleku, AT Amankwa, E Idun, EK Brakohiapa, ...",2021
Competency in chest radiography interpretation by junior doctors and final year medical students at a teaching hospital,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=4F_a_j8AAAAJ&pagesize=100&citation_for_view=4F_a_j8AAAAJ:9ZlFYXVOiuMC,"(1) BB Jimah, A Baffour Appiah, BD Sarkodie, D Anim",2020
Incidental Finding of Dextrocardia with Situs Inversus in a 59-Year-Old Man,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pxeBHywAAAAJ&pagesize=100&citation_for_view=pxeBHywAAAAJ:KlAtU1dfN6UC,"(1) AP Edzie KM, Dzefi-Tettey K, Gorleku PN,Cudjoe O",2019
Posterior blepharitis and associated potential factors: a study among pregnant women,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7akRmcoAAAAJ&pagesize=100&citation_for_view=7akRmcoAAAAJ:LjlpjdlvIbIC,"(2) S Kyei, K Asiedu, RKD Ephraim, M Adanusa",2022
"High incidence of moderately reduced renal function and lead bioaccumulation in agricultural workers in Assin South district, Ghana: a community-based case-control study",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7akRmcoAAAAJ&pagesize=100&citation_for_view=7akRmcoAAAAJ:VOx2b1Wkg3QC,"(2) P Adu, EK Forkuo, A Issah, IO Asumadu, E Cadman-Sackey, ...",2019
"Demographic, diagnostic and therapeutic characteristics of autosomal dominant polycystic kidney disease in Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7akRmcoAAAAJ&pagesize=100&citation_for_view=7akRmcoAAAAJ:hkOj_22Ku90C,"(1) P Okyere, RKD Ephraim, I Okyere, J Attakorah, D Serwaa, G Essuman, ...",2021
Cytotoxic and antioxidant effects of antimalarial herbal mixtures,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TPxUvSEAAAAJ&pagesize=100&citation_for_view=TPxUvSEAAAAJ:wbdj-CoPYUoC,"(1) I Dadzie, SA Avorgbedo, R Appiah-Opong, O Cudjoe",2020
"Molecular Epidemiology of Human Papillomaviruses, Neisseria gonorrhoeae, Chlamydia trachomatis and Mycoplasma genitalium among Female Sex Workers in …",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cgs34hUAAAAJ&pagesize=100&citation_for_view=cgs34hUAAAAJ:a0OBvERweLwC,"(1) SF Tovo, TM Zohoncon, AM Dabiré, R Ilboudo, RY Tiemtoré, ...",2021
"Hemoglobin AE, AO-Arab and SO-Arab genotypes in Burkina Faso: Hematological parameters, genotypic and allelic frequencies of hemoglobinopathies",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cgs34hUAAAAJ&pagesize=100&citation_for_view=cgs34hUAAAAJ:rO6llkc54NcC,"(1) MS Traore, TM Zohoncon, P Ouedraogo, AK Ouattara, D Obiri-Yeboah, ...",2020
Green Integrated Marketing Communication,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=fLuQc5kAAAAJ&pagesize=100&citation_for_view=fLuQc5kAAAAJ:UebtZRa9Y70C,"(1) KK Twum, AA Yalley",2021
Entrepreneurial Orientation and Firm Performance of Tourist Accommodation Establishment in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=hABOqqcAAAAJ&pagesize=100&citation_for_view=hABOqqcAAAAJ:zYLM7Y9cAGgC,(1) SA Edward Nii Amar Amarteifio,2020
Business Orientation and Performance of Small and Medium-Sized Enterprises: Evidence from Ghana.,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-jgUP5wAAAAJ&pagesize=100&citation_for_view=-jgUP5wAAAAJ:9yKSN-GCB0IC,"(1) K Issau, S Soni",2019
Inventory strategies and performance of food and beverage processing industries,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xpf2j0cAAAAJ&pagesize=100&citation_for_view=xpf2j0cAAAAJ:5MTHONV0fEkC,"(1) Nyamah E.Y , Opoku R. K and Kaku G",2022
Prognostic Worth of Epidermal Growth Factor Receptor (EGFR) in Patients with Head and Neck Tumors,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=q4qGGJkAAAAJ&pagesize=100&citation_for_view=q4qGGJkAAAAJ:MXK_kJrjxJIC,"(1) YAA Precious Barnes , F. A. Yeboah, Jinling Zhu, Roland Osei Saahene ...",2020
"Obstetric outcomes: A comparison of teenagers and adults in the Cape Coast metropolis, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0OJrK-wAAAAJ&pagesize=100&citation_for_view=0OJrK-wAAAAJ:70eg2SAEIzsC,"(1) M Siakwa, M Nyarko-Sampson, SD Bruce",2020
